category,content,link,summary,title
정치,"한국여기자협회가 박원순 서울시장의 명복을 빌지만 성추행 피해 호소인 보호가 우선이라는 입장을 밝혔습니다.여기자협회는 현 법체계는 박 시장의 성추행 의혹 사건에 공소권 없음을 결정했지만 진상을 규명해야 할 사회적 책임을 면제한 것은 아니라면서 피해 호소인이 무차별적 2차 가해에 노출된 상황에 깊은 우려를 나타낸다고 밝혔습니다.그러면서 고인을 일방적으로 미화하는 정치인과 사회 지도층 인사들의 공적 언급에 강력한 유감을 표한다고 밝혔습니다.또 이번 사안이 미투 운동의 동력을 훼손하거나, 피해자들의 용기를 위축시키는 일이 되어선 안된다고 강조했습니다.[저작권자(c) YTN & YTN PLUS 무단전재 및 재배포 금지]",https://news.nate.com/view/20200712n14203?mid=n0400,,"여기자협회 ""박 시장 죽음 안타깝지만 피해호소인 보호가 우선"""
정치,"[경향신문]공공기관 직원들이 골프장에서 골프를 치다 카트가 뒤집혀 다치는 사고가 발생했다.경찰과 소방당국에 따르면 12일 오후 1시 28분쯤 전북 완주군 한 골프장에서 카트가 뒤집혔다.이 사고로 카트에 타고 있던 공공기관 직원 ㄱ씨(44) 등 4명이 중·경상을 입었다.신고를 받고 출동한 소방당국은 카트 주변에 쓰러져 있던 이들을 병원으로 옮겼으며 생명에 지장은 없는 것으로 알려졌다.경찰과 소방당국은 이들이 카트를 타고 홀을 이동하다가 빗길에 미끄러져 10ｍ 아래로 굴러떨어진 것으로 보고 사고 원인을 조사하고 있다.박용근 기자 yk21@kyunghyang.com경향신문 주요뉴스ⓒ경향신문(), 무단전재 및 재배포 금지",https://news.nate.com/view/20200712n13745?mid=n0400,,골프치던 공공기관 직원들 카트 뒤집혀 부상
정치,"지난 10일 숨진 채 발견된 고 박원순 서울시장의 장례를 ‘서울특별시장(葬)’(서울시가 구성한 장례위원회가 주관하는 장례) 형식으로 치르는 것에 반대하는 청와대 국민청원 참여 인원이 이틀만에 50만 명을 넘어섰다.12일 청와대 홈페이지에 따르면 지난 10일 국민청원 게시판에 올라온 ‘박원순씨 장례를 5일장, 서울특별시장(葬)으로 하는 것 반대합니다’라는 제목의 청원은 이날 오후 5시 기준 53만6000여 명의 동의를 받았다. 청원인은 “박원순 시장이 사망하는 바람에 성추행 의혹은 수사도 하지 못한 채 종결됐다”며 “성추행 의혹을 받는 유력 정치인의 화려한 5일장을 국민이 지켜봐야 하는가. 조용히 가족장으로 치르는 게 맞다”고 주장했다. 앞서 서울시는 지난 10일 서울 북악산 인근에서 숨진 채 발견된 박 시장의 장례가 사상 첫 서울특별시장(葬)으로 치러진다고 밝혔다.해당 청원은 이미 게시 당일에 청와대의 공식 답변 요건인 ‘20만명 이상의 동의’를 충족한 바 있다. 이에 따라 청와대는 해당 청원이 마감되는 다음달 9일부터 한 달 이내에 공식 답변을 내놓을 전망이다.이런 가운데 유튜브 채널 ‘가로세로연구소’(가세연)는 전날 서울행정법원에 서정협 서울시 행정1부시장을 상대로 ‘서울특별시장(葬) 집행금지 가처분’을 신청했다고 밝혔다. 가세연 측은 현직 서울시장의 사망으로 인한 장례는 관련 법 규정이 없는데도 서울시가 법적 근거 없이 서울특별시장으로 장례를 진행해 절차에 문제가 있을 뿐 아니라 예산을 낭비하고 있다고 주장했다.조재연 기자
 [Copyrightⓒmunhwa.com '대한민국 오후를 여는 유일석간 문화일보' 무단 전재 및 재배포 금지()]",https://news.nate.com/view/20200712n13774?mid=n0400,"보수 인사, 법원에 “집행금지 가처분” 신청도","이틀만에 동의자 수 50만 넘긴 ""박원순 서울특별시葬 반대"" 청원"
정치,"교사 확진 판정에 따라 자가격리 지침이 내려진 국방부 어린이집의 학부모가 원생인 자녀를 데리고 수차례 무단 외출한 사실이 확인돼 방역당국이 고발할 방침이다.경기 고양시는 지난 10일 확진 판정을 받은 일산동구 백석동에 거주하는 A 군이 자가격리 지침을 어긴 사실이 확인돼 A 군의 어머니 B 씨를 감염병의 예방 및 관리에 관한 법률 위반 혐의로 고발할 예정이라고 12일 밝혔다.B 씨는 자가격리 대상인 A 군을 데리고 자신의 차를 이용해 지난 7일 매일 고양시 일산동구 중산동의 외할머니댁을 방문한 것으로 확인됐다.지난 8일 오전에는 일산동구 중산체육공원과 중산동의 편의점에 들렀으며, 지난 9일 오후 코로나19 검사를 위해 용산구보건소에 들렀다가 일산동구 백석동의 치킨집, 편의점, 약국 등을 방문한 사실이 확인됐다.앞서 A 군은 지난달 27일 국방부 어린이집 교사의 접촉자라는 사실을 서울 용산구로부터 연락받고 코로나19 검사를 받았지만, 음성 판정을 받았다.이후 A 군은 자가격리 해제를 앞둔 지난 9일 재검사를 실시해 양성 판정을 받았으며, 현재 경기도의료원 파주병원에서 입원, 치료 중이다. A 군의 가족 6명은 모두 음성 판정을 받았으나 접촉자 2명에 대해서는 검사가 진행 중이다.국방부는 지난달 27일 어린이집 교사가 첫 확진 판정을 받자마자 어린이집을 폐쇄했다.고양=오명근 기자
 [Copyrightⓒmunhwa.com '대한민국 오후를 여는 유일석간 문화일보' 무단 전재 및 재배포 금지()]",https://news.nate.com/view/20200712n14479?mid=n0400,[  |  |  ],"고양시, 확진 어린이집 원생 어머니…자가격리 위반 고발방침"
정치,"코로나19 감염세가 산발적으로 이어지는 가운데, 경기 고양시에서도 20대 여성 확진자가 나왔습니다.경기 고양시는 덕양구 행신동에 거주하는 20대 여성 A씨가 코로나19 확진 판정을 받았다고 밝혔습니다.A 씨는 어제(11일) 서울 강남구 논현동 소재 회사에서 동료가 확진 판정을 받은 뒤 자가격리 됐고, 이후 이뤄진 검사에서 양성 판정을 받았습니다.고양시는 A 씨를 경기도의료원 파주병원으로 이송해 역학 조사를 벌이고 있습니다.김대겸 [kimdk1028@ytn.co.kr]※ '당신의 제보가 뉴스가 됩니다' YTN은 여러분의 소중한 제보를 기다립니다.[카카오톡] YTN을 검색해 채널 추가 [전화] 02-398-8585 [메일] social@ytn.co.kr [온라인 제보] www.ytn.co.kr[저작권자(c) YTN & YTN PLUS 무단전재 및 재배포 금지]",https://news.nate.com/view/20200712n14635?mid=n0400,,코로나19 지역 발생 지속…경기 고양서도 20대 확진
정치,(끝),https://news.nate.com/view/20200712n13896?mid=n0400,,"[속보] ""배드민턴 등 실내체육관 통한 확산 주시…추가조치 검토"""
정치,"트라이애슬론(철인3종경기) 유망주 최숙현 선수 사망 사건과 관련, 팀닥터로 불리는 안주현(45) 씨에 대해 경찰이 구속영장을 신청했다.경북지방경찰청은 12일 선수들을 폭행하고 불법 의료행위를 한 혐의(보건범죄 단속에 관한 특별조치법 위반) 등으로 안 씨에 대해 구속영장을 신청했다.경찰에 따르면 안 씨는 경주시청 트라이애슬론팀에서 일할 당시 최 선수를 비롯해 여러 선수를 때리거나 폭언을 하는 등 가혹 행위를 하고 일부 성추행한 혐의를 받고 있다. 또 안 씨는 의사 면허나 물리치료사 자격증 없이 선수들에게 의료행위를 하고 치료비 등의 명목으로 돈을 받은 혐의도 받고 있다. 안 씨는 경찰 조사에서 일부 혐의를 부인한 것으로 알려졌다.안 씨는 경산시 내 한 내과의원에서 물리치료사 보조역할을 하다 2013년부터 경주시청 트라이애슬론팀에서 선수들을 치료한 것으로 전해졌다. 앞서 안 씨는 지난 3월 최 선수가 가혹 행위를 당했다며 경주시청 트라이애슬론팀 김규봉 감독과 선배 선수 2명을 고소했을 때 최 선수의 뺨을 때린 사실을 인정해 5월 말 기소 의견으로 검찰에 송치됐다.경주=박천학 기자
 [Copyrightⓒmunhwa.com '대한민국 오후를 여는 유일석간 문화일보' 무단 전재 및 재배포 금지()]",https://news.nate.com/view/20200712n13770?mid=n0400,[  |  |  ],"경찰, 故 최숙현 폭행 혐의 팀닥터 구속영장 신청"
정치,"박원순 서울시장의 장례가 서울특별시장(裝) 형식으로 치러지는 것을 두고 법정 공방이 벌어졌다.12일 서울행정법원 행정6부(이성용 부장판사) 심리로 열린 가처분 심문기일에서는 유튜브 채널 ‘가로세로연구소(가세연)’ 측과 서울시 측이 치열한 법리 다툼을 벌였다.이 신청은 가세연을 운영하는 강용석 변호사가 시민 227명을 대리해 “박 시장의 장례를 서울특별시장(裝) 형태로 치르는 것을 막아 달라”며 낸 것이다.강 변호사에 따르면 약 30분간 진행된 이날 신문에서는 주로 가세연 측의 신청이 적법한지를 두고 논쟁이 벌어졌다.가세연 측은 지방자치법에 따른 ‘주민소송’의 일환으로 가처분을 신청했다.지방자치법은 지자체의 사무 처리 등을 문제 삼아 감사를 청구한 주민들이 해당 지자체의 장을 상대로 주민소송을 낼 수 있다고 규정한다.서울시 측은 이 규정을 근거로 “주민소송인 만큼 주민의 감사청구가 선행돼야 한다”며 “감사청구가 이뤄지지 않았으므로 소송 자체가 부적법하다”고 주장한 것으로 알려졌다.주민소송에서 가처분 신청이 가능한지도 의문이라고 서울시 측은 주장했다.이에 가세연 측은 곧바로 행정안전부에 온라인으로 감사청구를 한 뒤 접수증을 증거로 제출하겠다고 했다.강용석 변호사는 “주말이기 때문에 감사청구를 하지 못했을 뿐”이라며 “가처분 신청인 만큼 감사 청구가 꼭 필요한지 재판부도 의문을 제기했다”고 주장했다.서울시 측은 “공금의 지출에 따른 손해가 발생했다면 다른 절차를 통해 회복할 수 있다”고도 주장한 것으로 전해졌다.본안 주민소송 이전에 회복할 수 없는 손해가 발생하는 것은 아닌 만큼 가처분을 받아들일 필요가 없다는 주장이다.이와 함께 서울시는 실제 장례를 위해 들어가는 비용은 약 2억원 수준이라고 해명했다.반면 가세연 측은 주말에도 업무에 동원되는 공무원의 인건비 등을 고려하면 10억원이 넘어간다고 반박했다.서울특별시장(裝) 형식을 결정하는 과정의 절차상 문제를 두고도 양측은 입장을 달리했다.가세연 측은 서울시의 결정에 법적 근거가 없고, 참고로 삼은 정부의전편람에 따르더라도 행안부·청와대 등과 협의한 뒤 대통령의 재가를 받아야 한다고 주장했다.반면 서울시 측은 “박 시장의 장례는 (정부장이 아닌) 기관장이기 때문에 대통령 재가가 필요하지 않다”고 밝혔다.재판부는 양측의 주장을 검토한 뒤 가처분을 받아들일지 결정할 예정이다. 13일 오전 발인 예정인 만큼 그 이전에 결정이 나올 가능성이 크다.이은지 기자
 [Copyrightⓒmunhwa.com '대한민국 오후를 여는 유일석간 문화일보' 무단 전재 및 재배포 금지()]",https://news.nate.com/view/20200712n14684?mid=n0400,"서울시 “가처분 가능한지도 의문…장례비용 2억원, 회복못할 손해 아냐”가세연 “실제로는 10억원 넘게 소요…서울특별시裝 결정에 근거 없어”","박원순 장례 두고 법정공방…""근거 없다"" vs ""소송이 부적법"""
정치,"도로에 묻혀있던 배수관로가 파열되면서 도로 위로 물이 가득 차 한때 교통이 마비되는 사고가 났습니다.오늘(12일) 오후 4시쯤 인천시 송도동의 사거리에 묻혀있던 배수관로가 파열되면서 주변 도로 위로 물이 넘쳐 흘렀습니다.이 사고로 주택 단수 등의 피해는 없었지만, 일대 도로가 물에 잠겨 교통이 통제되는 등 주민들이 불편을 겪었습니다.인천 남동구 수도사업소는 임시 조치로 파열된 부분을 막았고, 상황이 정리되는 대로 정확한 원인을 파악하고 수리할 예정이라고 밝혔습니다.김대겸 [kimdk1028@ytn.co.kr]※ '당신의 제보가 뉴스가 됩니다' YTN은 여러분의 소중한 제보를 기다립니다.[카카오톡] YTN을 검색해 채널 추가 [전화] 02-398-8585 [메일] social@ytn.co.kr [온라인 제보] www.ytn.co.kr[저작권자(c) YTN & YTN PLUS 무단전재 및 재배포 금지]",https://news.nate.com/view/20200712n15162?mid=n0400,,인천 송도 배수관로 파열…한때 교통 마비
정치,"36년생 쉽게 해결될 일 아니니 기다려라. 48년생 가까운 사람과 말다툼 조심. 60년생 처음은 궁하나 나중은 통할 듯. 72년생 소지품 관리 철저히. 84년생 불확실한 상황에도 확신 가져야. 96년생 내 일 아니면 곁눈 주지 마라.37년생 눈앞의 이익이 독이 될 수도. 49년생 아낌없이 베풀어야. 61년생 어려움은 배우자와 상의. 73년생 풍우가 고르니 농부가 기뻐하는구나. 85년생 예능·기술·서비스 업종은 금전운 따를 듯. 97년생 위난에 이웃 인심 안다.38년생 본분을 망각하면 주제넘게 된다. 50년생 남쪽은 운기가 살아나는 방위. 62년생 괜한 일에 휘말릴 수 있으니 신중히 처신. 74년생 끝내지 못할 일은 시작도 말아야. 86년생 절제와 절약 필요. 98년생 때로는 고집도 필요.27년생 아랫사람 막 대하면 망신. 39년생 슬럼프 빠지기 쉬우니 우울감 주의. 51년생 사람들과 유대 관계 돈독하게. 63년생 돌아가는 상황을 예의 주시. 75년생 기분에 따른 언행이 시비 부른다. 87년생 ‘인내’가 가장 좋은 방책.28년생 너그러운 마음씨가 사람 모은다. 40년생 한번 결정했으면 번복 마라. 52년생 감언이설에 넘어가지 마라. 64년생 복잡한 심경에선 결정을 보류하라. 76년생 무슨 일 있어도 약속은 꼭 지켜라. 88년생 뜻밖의 유희를 경계.29년생 금은보화보다 건강이 귀하다. 41년생 서둘러서 좋을 것 없다. 53년생 마음먹고 뜻한 대로 풀리는 시기. 65년생 부탁할 일 있다면 지금. 77년생 귀인이 도우니 소원 성취. 89년생 호랑이띠·원숭이띠·돼지띠와 여행은 손해.30년생 주변에 지혜 구하면 어려움 무난히 해결. 42년생 대비책 세워둬야. 54년생 불만스러워도 입 밖에 내지 마라. 66년생 상처 주는 언행 절대 삼가도록. 78년생 초심을 잃었다면 다 잃은 것. 90년생 누런색과 숫자 5, 10 행운.31년생 실수가 잦은 하루. 43년생 칭찬이 좋은 성과 부른다. 55년생 다중이용시설 출입은 이롭지 않다. 67년생 오래 쌓아온 믿음이 좋은 결과로. 79년생 이익이 줄더라도 함께 사는 길을 모색. 91년생 만족은 결과가 아닌 과정에.32년생 나간 만큼은 반드시 채워질 듯. 44년생 손재가 오히려 전화위복. 56년생 걱정을 해서 걱정 없어지면 걱정이 없겠네. 68년생 소소한 일에서 성과 볼 듯. 80년생 능력을 충분히 발휘하라. 92년생 주변 동료들과 다툼이 염려.33년생 나만 건강하면 아무 문제 없다. 45년생 ㅅ, ㅈ, ㅊ 있는 성씨가 귀인. 57년생 당당하고 떳떳하게 밝히도록. 69년생 편하다고 던진 농담이 화근. 81년생 분에 넘치는 감투는 화를 초래. 93년생 헤어질 때 아쉬운 사람이 돼라.34년생 말꼬리에 붙은 파리가 천 리 간다. 46년생 경험이 곧 지혜. 58년생 마음을 넓게 가지니 몸이 편안. 70년생 옛 친구와 대포 한 잔으로 스트레스 해소. 82년생 재물·애정도 오늘만 같아라. 94년생 상대방을 아는 것이 지혜.35년생 고민은 터놓고 이야기하라. 47년생 남의 말만 듣고 나서면 큰코다칠 수도. 59년생 주관과 고집이 필요할 듯. 71년생 할 수 있으니 주저 마라. 83년생 많이 생각하고 적게 말하라. 95년생 답답해도 조급하게 생각 마라.한소평 금오산방 강주 070-4792-7227
[][]- Copyrights ⓒ 조선일보 & chosun.com, 무단 전재 및 재배포 금지 -",https://news.nate.com/view/20200712n14679?mid=n0400,,[오늘의 운세] 7월 13일 월요일 (음력 5월 23일 丁巳)
정치,건설현장에서 페인트 작업을 하던 인부 2명이 의식을 잃고 쓰러져 병원으로 옮겨졌습니다.오늘 오후 3시 10분쯤 서울 대림동의 한 신축 빌라 건설 현장에서 지하층 페인트 칠 작업을 하던 인부 50대 A 씨와 60대 B 씨가 의식을 잃고 쓰러져 인근 병원으로 옮겨졌습니다.이들은 다행히 의식을 회복해 생명에 지장은 없는 것으로 확인됐습니다.경찰과 소방은 정확한 사고 경위를 조사하고 있습니다.김대겸 [kimdk1028@ytn.co.kr]※ '당신의 제보가 뉴스가 됩니다' YTN은 여러분의 소중한 제보를 기다립니다.[카카오톡] YTN을 검색해 채널 추가 [전화] 02-398-8585 [메일] social@ytn.co.kr [온라인 제보] www.ytn.co.kr[저작권자(c) YTN & YTN PLUS 무단전재 및 재배포 금지],https://news.nate.com/view/20200712n15054?mid=n0400,,건설현장 인부 2명 의식 잃어…지하 페인트 칠 작업
정치,"경기 광명에서 확진자와 같은 병원을 이용한 2명이 코로나19 양성 판정을 받았습니다.광명시는 하안동에 거주하는 2명이 확진 판정을 받아 격리 병동이 있는 의료 기관으로 이송했다고 밝혔습니다.이들은 앞서 지난 10일, 서울 서초구 보건소에서 확진 판정을 받은 A 씨가 치료를 받기 위해 방문한 하안동 소재 광명 수내과의원 인공신장실을 비슷한 시간대에 이용한 것으로 조사됐습니다.시 보건 당국은 비슷한 시간대 같은 인공 신장실을 이용한 환자와 의료진 87명을 대상으로 긴급 진단 검사를 한 결과, 아직 결과가 나오지 않은 2명을 제외하고 모두 음성이 나왔다고 밝혔습니다.광명시는 역학 조사와 함께 확진자의 가족에 대해서도 검사를 진행하고 있다고 밝혔습니다.김대겸 [kimdk1028@ytn.co.kr]※ '당신의 제보가 뉴스가 됩니다' YTN은 여러분의 소중한 제보를 기다립니다.[카카오톡] YTN을 검색해 채널 추가 [전화] 02-398-8585 [메일] social@ytn.co.kr [온라인 제보] www.ytn.co.kr[저작권자(c) YTN & YTN PLUS 무단전재 및 재배포 금지]",https://news.nate.com/view/20200712n14967?mid=n0400,,경기 광명서 확진자와 같은 병원 이용한 2명 확진
정치,"이른바 '검·언 유착 의혹' 사건을 고발한 민주언론시민연합이 검찰 수사심의위원회 소집을 신청했습니다.민주언론시민연합은 지난 10일 오후 서울중앙지방검찰청에 검찰 수사심의위원회 소집 신청서를 냈습니다.민언련은 이번 사건 핵심 피의자인 채널A 이 모 전 기자 측이 지난 8일 수사심의위 소집을 신청했지만, 고발인으로서 적극적 의사표명을 위해 별도로 신청했다고 설명했습니다.그러면서 피의자가 수사 형평성을 문제 삼는 것에 대한 반대와 핵심 피의자들에 대한 검찰 기소가 필요하다는 점을 심의과정에서 적극적으로 촉구하겠다고 덧붙였습니다.※ '당신의 제보가 뉴스가 됩니다' YTN은 여러분의 소중한 제보를 기다립니다.[카카오톡] YTN을 검색해 채널 추가 [전화] 02-398-8585 [메일] social@ytn.co.kr [온라인 제보] www.ytn.co.kr[저작권자(c) YTN & YTN PLUS 무단전재 및 재배포 금지]",https://news.nate.com/view/20200712n15256?mid=n0400,,"민언련 ""검·언 유착 의혹 수사심의위 소집 신청"""
정치,"정부는 우리 사회가 코로나 19 집단면역을 형성하는 것은 사실상 불가능하다며, 향후 1∼2년 이상 코로나 19 유행의 장기화가 불가피할 것으로 전망했습니다.박능후 중앙재난안전대책본부 1차장은 정부서울청사에서 열린 정례 브리핑에서 ""최근 코로나19 항체 조사 결과를 보면 검사 대상자 3천55명 중 단 1명만이 항체를 가지고 있는 것으로 나타났다""며 이같이 말했습니다.박 차장은 특히 ""코로나 19 유행은 유용한 백신이 나오기까지 1∼2년 이상의 장기화가 불가피한 상황""이라면서 일상생활과 방역관리를 조화시켜 나가야만 한다고 강조했습니다.박 차장은 이어 ""특정 지역에서 환자가 대규모로 발생하는 상황에 대비해 전국을 수도권, 충청권 등 6개 권역으로 나누고 권역별 병상 공동 대응체계를 구축했다""고 밝혔습니다.또 ""환자별 중증도나 특성에 맞게 병상을 배정하도록 권역별로 거점전담병원을 지정하고 권역별로 병상을 통합·관리하게 된다""고 말했습니다.※ '당신의 제보가 뉴스가 됩니다' YTN은 여러분의 소중한 제보를 기다립니다.[카카오톡] YTN을 검색해 채널 추가 [전화] 02-398-8585 [메일] social@ytn.co.kr [온라인 제보] www.ytn.co.kr[저작권자(c) YTN & YTN PLUS 무단전재 및 재배포 금지]",https://news.nate.com/view/20200712n15257?mid=n0400,,"박능후 ""코로나19 집단면역 불가능…1∼2년 이상 장기화 불가피"""
정치,"추미애 법무부 장관이 자신은 간부 대면보고를 받지 않고 과거 국회의원 비서관 출신인 이규진 정책보좌관을 통해 보고가 이뤄지고 있다는 언론 보도를 직접 반박했습니다.추 장관은 오늘(12일) 오후 페이스북에 글을 올려 마치 자신이 보좌관을 방패로 삼고 면담도 거절한다는 식의 말이 나오는데, 그런 비민주성을 생리적으로 좋아하지 않는다고 밝혔습니다.또 다양한 회의로 토론하고 다수 의견을 모아 결론을 내리는 방식으로 일하고 있다며 멋대로 상상해 단정 짓고 비방하지 않기 바란다고 적었습니다.앞서 지난 8일 추 장관은 법무부와 대검 협상안을 1시간 40분 만에 거부했는데 그사이 장관 입장문 가안이 열린민주당 최강욱 대표 등에게 유출돼 경위를 두고 의문이 제기됐습니다.이 보좌관은 입장문 초안 유출 의혹 당사자로 지목된 인물로, 일부 여권 관계자들과 사실상 법무부 주요 정책 방향을 논의하는 게 아니냐는 의혹을 받고 있습니다.※ '당신의 제보가 뉴스가 됩니다' YTN은 여러분의 소중한 제보를 기다립니다.[카카오톡] YTN을 검색해 채널 추가 [전화] 02-398-8585 [메일] social@ytn.co.kr [온라인 제보] www.ytn.co.kr[저작권자(c) YTN & YTN PLUS 무단전재 및 재배포 금지]",https://news.nate.com/view/20200712n15258?mid=n0400,,"추미애 ""대면보고 거절 의혹, 멋대로 상상하지 마라"""
정치,"한국여기자협회가 故 박원순 서울시장의 비서 성추행 의혹 진상규명과 피해를 주장한 비서 보호를 촉구하는 성명서를 냈습니다.여기자협회는 '박원순 서울시장의 죽음은 안타깝지만 피해 호소인 보호가 우선이다'라는 성명서에서, ""고인은 인권변호사, 시민운동가, 행정가로서 많은 업적을 남겼고, 1990년대 한국 최초의 직장 성희롱 사건 무료 변론을 맡아 승소한 것을 비롯해 여성 인권 향상에 기여했다""고 밝혔습니다.협회는 이어서 ""그런 고인이 비서를 성추행한 혐의로 경찰에 고소당했다는 사실은 무거운 질문을 던진다. 의혹을 제대로 밝히는 것은 질문의 답을 찾는 첫 단계""라고 지적했습니다.아울러 ""현행 법체계는 이번 의혹 사건에 공소권 없음을 결정했지만, 진상을 규명해야 할 사회적 책임을 면제한 것은 아니다""라고 강조했습니다.한국여기자협회는 또 피해를 주장한 비서가 무차별적 2차 가해에 노출된 상황에 우려를 나타냈습니다.협회는 ""피해 호소인의 고통을 무시하며 고인을 일방적으로 미화하는 정치인 및 사회지도층 인사들의 공적 언급에 강력한 유감을 밝힌다""며, 언론에 책임 있는 자세를 요구했습니다.또 피해 호소인과 연대 의지를 밝히면서, 이번 일로 인해 '미투 운동'의 동력을 훼손되거나, 피해자들의 용기가 위축되면 안 된다고 강조했습니다.




남주현 기자 burnett@sbs.co.kr",https://news.nate.com/view/20200712n15524?mid=n0400,,"여기자협회 ""안타까운 죽음…피해 호소인 보호 중요"""
정치,고 박원순 서울시장의 빈소가 마련된 지 사흘째인 오늘(12일) 빈소에 조문객들의 발길이 이어지고 있습니다.서울대학교 장례식장에 차려진 고 박원순 시장의 빈소에는 아들 박주신 씨가 상주로 조문객을 맞이하고 있습니다.박 시장과 오랜 인연이 있는 더불어민주당 박홍근·진성준 의원 등도 공동 상주 역할을 하고 있습니다.오전에는 임종석 대통령 외교안보 특보와 홍익표 민주당 의원 등이 빈소를 찾는 등 각계 인사들의 조문도 계속되고 있습니다.어제 서울시청에 마련된 고 박원순 시장의 분향소에는 오늘 오후 5시까지 만 6천여 명이 분향했습니다.신준명 [shinjm7529@ytn.co.kr]※ '당신의 제보가 뉴스가 됩니다' YTN은 여러분의 소중한 제보를 기다립니다.[카카오톡] YTN을 검색해 채널 추가 [전화] 02-398-8585 [메일] social@ytn.co.kr [온라인 제보] www.ytn.co.kr[저작권자(c) YTN & YTN PLUS 무단전재 및 재배포 금지],https://news.nate.com/view/20200712n15535?mid=n0400,,故 박원순 시장 빈소 사흘째 조문 행렬…분향소에도 만6천여 명 조문
정치,"울산시가 코로나 19 확산을 예방하기 위해 모든 음식점 종사자에게 마스크를 상시 착용하도록 하는 '행정조치 9호'를 발령했습니다.울산시는 또 제과점과 이·미용업, 목욕탕 종사자도 마스크 상시 착용을 의무화했으며, 마스크 착용 여부를 확인하기 위해 합동 점검반을 운영하기로 했습니다.김인철 [kimic@ytn.co.kr]※ '당신의 제보가 뉴스가 됩니다' YTN은 여러분의 소중한 제보를 기다립니다.[카카오톡] YTN을 검색해 채널 추가 [전화] 02-398-8585 [메일] social@ytn.co.kr [온라인 제보] www.ytn.co.kr[저작권자(c) YTN & YTN PLUS 무단전재 및 재배포 금지]",https://news.nate.com/view/20200712n15534?mid=n0400,,"[울산] 울산, 음식점 종사자 상시 마스크 착용 의무화"
정치,"(세종=연합뉴스) 윤종석 기자 = 국토교통부 출신으로 청와대에서 주택정책을 담당한 윤성원 국토교통비서관이 세종시에 있는 주택을 처분해 1주택자가 된다. 윤 비서관은 서울시 강남구 논현동 아파트(83.7㎡)와 세종시 소담동 아파트(59.9㎡)를 보유한 2주택자다. 윤 비서관은 12일 ""현재 서울에 근무하고 있어 세종시 아파트를 매도하기로 하고 이미 이달 초 계약을 맺었다""며 ""이달 중 소유권이전을 완료할 예정""이라고 밝혔다. 윤 비서관은 ""고위 공무원에게 다주택 보유가 합당하지 않다는 국민의 눈높이와 노영민 비서실장의 지시를 감안해 세종 주택을 처분키로 했다""고 설명했다. 앞서 윤 비서관은 3월 공직자 재산공개 때 ""서울 근무가 계속돼 세종 아파트에 아직 입주하지 못했다""며 ""공무원 특별공급제도의 취지를 감안해 전입하고 실거주한 뒤 매도할 계획""이라고 관보를 통해 밝힌 바 있다. banana@yna.co.kr(끝)",https://news.nate.com/view/20200712n03438?mid=n0300,,2주택자 윤성원 청와대 주택비서관 세종 집 매각
정치,⊙ 금융위원회  ◇과장급 △금융정보분석원 기획행정실장 전요섭  △금융정책 이동훈 △자본시장 변제호 △서민금융 홍성기 △중소금융 김종훈 △구조개선정책 손성은 △국제협력팀장 정종식  △보험연구원 손주형 △자본시장〃 손영채 △금융그룹감독혁신단 감독제도팀장 권주성⊙ 국무조정실·국무총리비서실  ◇팀장급 △목요대화 팀장 박정용⊙ 행정안전부  ◇국장급 △지방세정책관 이우종 △재난대응정책관 최만림⊙ 한국장학재단 △상임이사 서병재[ⓒ한겨레신문 : 무단전재 및 재배포 금지],https://news.nate.com/view/20200712n15804?mid=n0400,■ ■ ■ ■ ■ ■ ■ ■ ■ ■ ,7월 13일 인사
정치,"삼성그룹은 코로나19 확산 방지와 내수 경기 활성화를 위해 전 직군 휴가 시기를 분산하고 국내 휴가를 권장하는 '하계휴가 운영 가이드'를 마련했다고 밝혔습니다.삼성은 사무직 직원은 자율적으로 휴가를 사용하는 '상시 휴가제'를, 제조직군 직원들은 정해진 기간에 단체로 휴가를 가는 '집중 휴가제'를 적용해왔습니다.하지만 올해는 코로나19 감염 예방을 위한 사회적 노력에 동참하기 위해 사무직뿐 아니라 제조직까지 전 직원이 여름 휴가를 7월∼9월에 분산해서 가도록 권장하기로 했습니다.삼성은 또한 국내 소비 촉진을 통해 내수 경기 활성화에 기여하고, 해외 방문에 따른 코로나19 감염 방지를 위해 여름 휴가를 가급적 국내에서 보내라고 임직원들에게 권고했습니다.이종수 [jslee@ytn.co.kr][저작권자(c) YTN & YTN PLUS 무단전재 및 재배포 금지]",https://news.nate.com/view/20200712n03673?mid=n0300,,"삼성 계열사, 코로나19 확산 방지 위해 국내 휴가 권장"
